Emotion,sentence,token
기쁨,아들이 코로나 검사를 받고 왔는데 다행히 음성이 나왔다고 하네.,"['아들', '이', '코로나', '검사', '를', '받고', '왔는데', '다행히', '음성', '이', '나왔다고', '하네', '.']"
기쁨,맞아. 너무 어려웠는데 시간이 해결해 주더라고.,"['맞아', '.', '너무', '어려웠는데', '시간', '이', '해결', '해', '주더', '라고', '.']"
기쁨,내 직장에 새로 들어온 후배가 너무 일을 잘해.,"['내', '직장', '에', '새로', '들어온', '후배', '가', '너무', '일', '을', '잘', '해', '.']"
기쁨,정말 다행이야. 생각지도 못한 돈이 들어와서 기분이 많이 나아졌어.,"['정말', '다행', '이야', '.', '생각', '지도', '못', '한', '돈', '이', '들어와서', '기분', '이', '많이', '나아졌어', '.']"
기쁨,내 팀에는 스스로 열심히 하는 팀원들만 모여있거든.,"['내', '팀', '에는', '스스로', '열심히', '하는', '팀원', '들', '만', '모여있거든', '.']"
기쁨,우리 남편에게 내 은퇴 계획을 털어놓았는데 진지하게 듣고 같이 고민해줬어.,"['우리', '남편', '에게', '내', '은퇴', '계획', '을', '털어놓았는데', '진지하게', '듣고', '같이', '고민', '해줬어', '.']"
기쁨,딸이 해외로 여행 갔다가 아무 일 없이 무사히 돌아와서 안도했어.,"['딸', '이', '해외', '로', '여행', '갔다가', '아무', '일', '없이', '무사히', '돌아와서', '안도', '했어', '.']"
기쁨,아니. 당분간은 보너스를 받아도 계속 저축할 생각이야.,"['아니', '.', '당분간', '은', '보너스', '를', '받아도', '계속', '저축', '할', '생각', '이야', '.']"
기쁨,이번에 은퇴하고 받은 퇴직금으로 부모님께 비싼 선물을 사드렸어.,"['이번', '에', '은퇴', '하고', '받은', '퇴직금', '으로', '부모님', '께', '비싼', '선물', '을', '사', '드렸어', '.']"
기쁨,다음 주 딸아이랑 좋아하는 가수 콘서트에 가기로 했어.,"['다음', '주', '딸아이', '랑', '좋아하는', '가수', '콘서트', '에', '가기', '로', '했어', '.']"
기쁨,중간에 너무 힘들어서 포기하고 싶었어.,"['중간', '에', '너무', '힘들어서', '포기', '하고', '싶었어', '.']"
기쁨,병원비가 하나도 안 들어서 기뻐.,"['병원', '비', '가', '하나', '도', '안', '들어서', '기뻐', '.']"
기쁨,나도 좋은 가족구성원이 되려고 힘을써야지.,"['나도', '좋은', '가족', '구성원', '이', '되려고', '힘', '을', '써야지', '.']"
기쁨,내가 소중한 사람이 된 것 같아서 기분이 좋았어.,"['내', '가', '소중한', '사람', '이', '된', '것', '같아서', '기분', '이', '좋았어', '.']"
기쁨,식당에서 소고기를 먹었는데 맛있었어.,"['식당', '에서', '소고기', '를', '먹었는데', '맛있었어', '.']"
기쁨,여유가 생긴 시간에 자기계발이나 운동 하는 것을 습관화 하면 좋을 것 같아.,"['여유', '가', '생긴', '시간', '에', '자기계발', '이나', '운동', '하는', '것', '을', '습관화', '하면', '좋을', '것', '같아', '.']"
기쁨,어제 면접 본 회사에서 연락이 왔어!,"['어제', '면접', '본', '회사', '에서', '연락', '이', '왔어', '!']"
기쁨,그땐 술만 마시며 버텼지. 다 지금을 위해서 있었던 일 같아.,"['그땐', '술', '만', '마시며', '버텼지', '.', '다', '지금', '을', '위해', '서', '있었던', '일', '같아', '.']"
기쁨,이전에 노인정에서는 슬펐어.,"['이전', '에', '노', '인정', '에서는', '슬펐어', '.']"
기쁨,오늘은 회사 외부에 업무를 잠깐 보러갔다가 일 처리가 늘어져서 바로 집으로 퇴근했어.,"['오늘', '은', '회사', '외부', '에', '업무', '를', '잠깐', '보러', '갔다가', '일', '처리', '가', '늘어져서', '바로', '집', '으로', '퇴근', '했어', '.']"
기쁨,원래 오 등급이었거든. 많이 올라서 더 공부할 동기가 생겼어!,"['원래', '오', '등급', '이었거든', '.', '많이', '올라서', '더', '공부', '할', '동기', '가', '생겼어', '!']"
기쁨,나는 조금 소극적이어서 목소리를 좀 더 키우고 낯을 가리지 않도록 노력할거야.,"['나', '는', '조금', '소', '극적', '이어서', '목소리', '를', '좀', '더', '키우고', '낯', '을', '가리지', '않도록', '노력', '할거야', '.']"
기쁨,이번에 기록에서 큰 도움이 되었으니 앞으로 계속 해야겠어.,"['이번', '에', '기록', '에서', '큰', '도움', '이', '되었으니', '앞', '으로', '계속', '해야겠어', '.']"
기쁨,죽어서 영원히 무덤에 묻힌다면 얼마나 차갑고 외롭게 느껴질까. 생각만 해도 답답하네.,"['죽어서', '영원히', '무덤', '에', '묻힌다면', '얼마나', '차갑고', '외롭게', '느껴질까', '.', '생각', '만', '해도', '답답하네', '.']"
기쁨,나 면접 보고 왔어! 잘 본 것 같아서 너무 흥분돼!,"['나', '면접', '보고', '왔어', '!', '잘', '본', '것', '같아서', '너무', '흥분', '돼', '!']"
기쁨,아니. 좋은 친구는 중학교 시절에 친구들이 좋아. 괜찮아.,"['아니', '.', '좋은', '친구', '는', '중학교', '시절', '에', '친구', '들', '이', '좋아', '.', '괜찮아', '.']"
기쁨,약 잘 챙겨 먹으면서 더 나빠지지 않도록 해야지. 아프면 제때 병원 가서 치료받을 거야.,"['약', '잘', '챙겨', '먹으면서', '더', '나빠지지', '않도록', '해야지', '.', '아프면', '제때', '병원', '가서', '치료받을', '거야', '.']"
기쁨,내일은 은사님을 만나러 가. 나의 은인 같은 분이지.,"['내일', '은', '은사', '님', '을', '만나러', '가', '.', '나', '의', '은인', '같은', '분', '이지', '.']"
기쁨,내가 해외 유학파고 더 높은 연봉을 마다하고 지금 다니는 회사를 선택해서 열심히 일했는데 회사가 너무하잖아. 일단 자존심이 상해서 바로 사표 쓰고 나와서 생각해 보려고.,"['내', '가', '해외', '유학', '파고', '더', '높은', '연봉', '을', '마다', '하고', '지금', '다니는', '회사', '를', '선택', '해서', '열심히', '일', '했는데', '회사', '가', '너무하잖아', '.', '일단', '자존심', '이', '상해', '서', '바로', '사표', '쓰고', '나와서', '생각', '해', '보려고', '.']"
기쁨,나도 친구들이 힘들 때 돕고 힘이 되어줄거야.,"['나도', '친구', '들', '이', '힘들', '때', '돕고', '힘', '이', '되어줄거야', '.']"
기쁨,학원에서 돌아오는 나를 엄마는 불평 없이 항상 직접 집으로 데려와 주셔.,"['학원', '에서', '돌아오는', '나를', '엄마', '는', '불평', '없이', '항상', '직접', '집', '으로', '데려와', '주셔', '.']"
기쁨,작은 선물이라도 드려야 할 것 같아.,"['작은', '선물', '이라도', '드려야', '할', '것', '같아', '.']"
기쁨,물리치료만으로 나아서 다행이야.,"['물리치료', '만으로', '나아서', '다행', '이야', '.']"
기쁨,아이 성적표를 받았는데 아주 기분이 좋네.,"['아이', '성적표', '를', '받았는데', '아주', '기분', '이', '좋네', '.']"
기쁨,간호사에게 고마움을 말로 표현해야겠어.,"['간호사', '에게', '고마움', '을', '말로', '표현', '해야겠어', '.']"
기쁨,나를 걱정해 주고 늘 안부를 물어주는 사람들이 있어서 정말 신뢰가 돼.,"['나를', '걱정', '해', '주고', '늘', '안부', '를', '물어주는', '사람', '들', '이', '있어서', '정말', '신뢰', '가', '돼', '.']"
기쁨,응. 이제 월급도 오르고 직함도 달라진다고!,"['응', '.', '이제', '월급', '도', '오르고', '직함', '도', '달라진다고', '!']"
기쁨,맛있는 걸 사주면 좋을 것 같아.,"['맛있는', '걸', '사주면', '좋을', '것', '같아', '.']"
기쁨,응. 너무 신나.,"['응', '.', '너무', '신나', '.']"
기쁨,이전에는 많이 다투기도 다퉜지만 이제는 친구들 사이에 끈끈한 우정이 생겼어.,"['이전', '에는', '많이', '다투기도', '다퉜지만', '이제', '는', '친구', '들', '사이', '에', '끈끈', '한', '우정', '이', '생겼어', '.']"
기쁨,앞으로 엄청 유명해지겠지? 내 친구가 너무 자랑스러워.,"['앞', '으로', '엄청', '유명해지겠지', '?', '내', '친구', '가', '너무', '자랑스러워', '.']"
기쁨,착실히 노후준비 중인데 은퇴 후 나만의 삶을 살아갈 생각에 마음이 든든해.,"['착실히', '노후', '준비', '중', '인데', '은퇴', '후', '나', '만의', '삶', '을', '살아갈', '생각', '에', '마음', '이', '든든해', '.']"
기쁨,동창들에게 연락해봐야겠어.,"['동창', '들', '에게', '연락', '해봐야겠어', '.']"
기쁨,이제 그 친구를 다시 보지 않을 수 있다는 생각에 마음이 편안해.,"['이제', '그', '친구', '를', '다시', '보지', '않을', '수', '있다는', '생각', '에', '마음', '이', '편안해', '.']"
기쁨,나는 정말 복이 많은 것 같아.,"['나', '는', '정말', '복', '이', '많은', '것', '같아', '.']"
기쁨,항상 감사한 마음과 겸손한 태도를 가지고 살아가는 것이지. 앞으로도 그럴거야.,"['항상', '감사한', '마음', '과', '겸손한', '태도', '를', '가지', '고', '살아가는', '것', '이지', '.', '앞', '으로도', '그럴거야', '.']"
기쁨,요즘 일이 많아서 힘들었는데 간만에 친구와 영화도 보고 쇼핑도 했더니 아주 기분이 좋아.,"['요즘', '일이', '많아서', '힘들었는데', '간만', '에', '친구', '와', '영화', '도', '보고', '쇼핑', '도', '했더니', '아주', '기분', '이', '좋아', '.']"
기쁨,오늘 첫 출근을 했어.,"['오늘', '첫', '출근', '을', '했어', '.']"
기쁨,어제 엄마랑 마트에 갔다가 영지랑 상철이네 엄마를 만나서 인사 드렸는데 우리 엄마가 제일 젊더라!,"['어제', '엄마', '랑', '마트', '에', '갔다가', '영지', '랑', '상철', '이네', '엄마', '를', '만나서', '인사', '드렸는데', '우리', '엄마', '가', '제일', '젊더라', '!']"
기쁨,나를 괴롭힌 친구들이 경찰서에서 조사를 받게 되어 너무 다행이야.,"['나를', '괴롭힌', '친구', '들', '이', '경찰서', '에서', '조사', '를', '받게', '되어', '너무', '다행', '이야', '.']"
기쁨,사회와 윤리 삼 등급인줄 알았는데 다행스럽게도 이 등급이네.무척 걱정했었거든.,"['사회', '와', '윤리', '삼', '등급', '인', '줄', '알았는데', '다행', '스럽게', '도', '이', '등급', '이네', '.', '무척', '걱정', '했었거든', '.']"
기쁨,더 큰 욕심도 없고. 연금 받고 사는 것도 편안하네.,"['더', '큰', '욕심', '도', '없고', '.', '연금', '받고', '사는', '것', '도', '편안하네', '.']"
기쁨,아는 동생한테도 영어를 가르쳐줘야겠어. 그럼 내 공부도 되고 좋겠어.,"['아는', '동생', '한테', '도', '영어', '를', '가르쳐줘야겠어', '.', '그럼', '내', '공부', '도', '되고', '좋겠어', '.']"
기쁨,꼭 제 시간에 먹어야 하는 혈압 약을 잃어버렸는데 아내가 챙겨놨어 다행이야 감사해라.,"['꼭', '제', '시간', '에', '먹어야', '하는', '혈압', '약', '을', '잃어버렸는데', '아내', '가', '챙겨놨어', '다행', '이야', '감사해라', '.']"
기쁨,오랫동안 비염으로 고생했는데 친구가 소개해준 의사 덕분에 비염이 완치됐어.,"['오랫동안', '비염', '으로', '고생', '했는데', '친구', '가', '소개', '해준', '의사', '덕분', '에', '비염', '이', '완치', '됐어', '.']"
기쁨,편해지니 기관지염을 아예 완쾌하고 싶은 의욕이 생겨.,"['편해지니', '기관지염', '을', '아예', '완쾌', '하고', '싶은', '의욕', '이', '생겨', '.']"
기쁨,내 유산을 고생한 가족들에게 물려주는 유언장을 작성할 거야.,"['내', '유산', '을', '고생', '한', '가족', '들', '에게', '물려주는', '유언', '장', '을', '작성', '할', '거야', '.']"
기쁨,응. 생각보다 임신이 쉽게 되지 않아 걱정했는데 하늘을 날아갈 것 같아.,"['응', '.', '생각', '보다', '임신', '이', '쉽게', '되지', '않아', '걱정', '했는데', '하늘', '을', '날아갈', '것', '같아', '.']"
기쁨,병원에서 조기에 질병을 발견해서 치료할 수 있었어. 참 감사한 일이야.,"['병원', '에서', '조기', '에', '질병', '을', '발견', '해서', '치료', '할', '수', '있었어', '.', '참', '감사한', '일이', '야', '.']"
기쁨,이걸로 취직도 할 수 있을 테고. 안심이야.,"['이', '걸', '로', '취직', '도', '할', '수', '있을', '테', '고', '.', '안심', '이야', '.']"
기쁨,운동도 되고 아주 좋아.,"['운동', '도', '되고', '아주', '좋아', '.']"
기쁨,그레서 가족 문제로 스트레스 받은 적이 없는 것 같아.,"['그레', '서', '가족', '문제', '로', '스트레스', '받은', '적', '이', '없는', '것', '같아', '.']"
기쁨,주말에 밖에 놀러 나가지 않고 그냥 남편이랑 집에 있는데도 그게 참 편해.,"['주말', '에', '밖에', '놀러', '나가지', '않고', '그냥', '남편', '이랑', '집', '에', '있는데도', '그게', '참', '편해', '.']"
기쁨,요새 우리 학급에서 유행하는 화장품을 선물해 주셨어.,"['요새', '우리', '학급', '에서', '유행', '하는', '화장품', '을', '선물', '해', '주셨어', '.']"
기쁨,병원에서 치매 진단을 받았는데 아들이 집에서 같이 살자고 해서 행복해.,"['병원', '에서', '치매', '진단', '을', '받았는데', '아들', '이', '집', '에서', '같이', '살', '자고', '해서', '행복해', '.']"
기쁨,특히 내 나이쯤 되면 배가 나오기 시작해서 그쪽을 신경 많이 썼어.,"['특히', '내', '나이', '쯤', '되면', '배', '가', '나오기', '시작', '해서', '그', '쪽', '을', '신경', '많이', '썼어', '.']"
기쁨,피티클럽 아줌마들 이번 대회에서 많이 떨어졌는데 나는 넉넉하게 들어왔어.,"['피티', '클럽', '아줌마', '들', '이번', '대회', '에서', '많이', '떨어졌는데', '나', '는', '넉넉하게', '들어왔어', '.']"
기쁨,우리 강아지 너무 예쁜 것 같지 않아? 산책하면서 주인 건강도 챙겨주고 말이야.,"['우리', '강아지', '너무', '예쁜', '것', '같지', '않아', '?', '산책', '하면서', '주인', '건강', '도', '챙겨주고', '말', '이야', '.']"
기쁨,손자들이 내가 보고 싶다며 찾아왔어. 너무 기뻐.,"['손자', '들', '이', '내', '가', '보고', '싶다며', '찾아왔어', '.', '너무', '기뻐', '.']"
기쁨,날씨도 한강 가기에 딱 좋았고 모든 게 완벽한 하루였다. 다음에 또 가고 싶어.,"['날씨', '도', '한강', '가기', '에', '딱', '좋았고', '모든', '게', '완벽한', '하루', '였다', '.', '다음', '에', '또', '가고', '싶어', '.']"
기쁨,치료를 받는 동안 내가 일을 할 수 없을 것 같았는데 미리 대출금을 갚아서 다행이야.,"['치료', '를', '받는', '동안', '내', '가', '일', '을', '할', '수', '없을', '것', '같았는데', '미리', '대', '출금', '을', '갚아서', '다행', '이야', '.']"
기쁨,처음에는 걱정을 많이 했었는데 잘 끝나서 편안한 마음이야. 이제 건강관리를 잘해야겠어.,"['처음', '에는', '걱정', '을', '많이', '했었는데', '잘', '끝나서', '편안한', '마음', '이야', '.', '이제', '건강', '관리', '를', '잘', '해야겠어', '.']"
기쁨,회사 체육대회에서 좋은 일이 있었어!,"['회사', '체육대회', '에서', '좋은', '일이', '있었어', '!']"
기쁨,요즘 취업난이다 뭐다 하면서 뉴스에 계속 보도되던데 난 정말 운 좋게 여러 회사에서 오라는 연락이 왔어.,"['요즘', '취업', '난이', '다', '뭐', '다', '하면서', '뉴스', '에', '계속', '보도', '되던데', '난', '정말', '운', '좋게', '여러', '회사', '에서', '오라', '는', '연락', '이', '왔어', '.']"
기쁨,이번에 새로운 거래처를 잡을 수 있을 것 같아.,"['이번', '에', '새로운', '거래처', '를', '잡', '을', '수', '있을', '것', '같아', '.']"
기쁨,보통 남들은 내가 천식 있는 걸 잘 모르던데 김 씨에게 어떻게 감사의 표시를 전하지?,"['보통', '남', '들', '은', '내', '가', '천식', '있는', '걸', '잘', '모르던데', '김', '씨', '에게', '어떻게', '감사', '의', '표시', '를', '전하', '지', '?']"
기쁨,고마움을 잊지 않고 열심히 진료해야지.,"['고마움', '을', '잊지', '않고', '열심히', '진료', '해야지', '.']"
기쁨,나 드디어 몇 년 동안 못 만났던 어릴 적 친구를 만나게 되었어.,"['나', '드디어', '몇', '년', '동안', '못', '만났던', '어릴', '적', '친구', '를', '만나게', '되었어', '.']"
기쁨,가격을 조금 깎아달라고 하고 싶어. 하지만 안 된다고 하면 어쩔 수 없어.,"['가격', '을', '조금', '깎아', '달라', '고', '하고', '싶어', '.', '하지만', '안', '된다고', '하면', '어쩔', '수', '없어', '.']"
기쁨,우리 회사는 정말 사내 분위기가 좋아.,"['우리', '회사', '는', '정말', '사내', '분위기', '가', '좋아', '.']"
기쁨,회사에서 사진 콘테스트를 개최했었는데 내가 입상되었어.,"['회사', '에서', '사진', '콘테스트', '를', '개최', '했었는데', '내', '가', '입상', '되었어', '.']"
기쁨,우리 가족을 서로를 존중해 주거든.,"['우리', '가족', '을', '서로', '를', '존중', '해', '주거', '든', '.']"
기쁨,내가 좋아하는 배우가 나오는데 합도 너무 궁금해.,"['내', '가', '좋아하는', '배우', '가', '나오는데', '합', '도', '너무', '궁금해', '.']"
기쁨,실은 전문 컨설턴트의 도움을 이십 년 전부터 받았지. 그 당시엔 노후 컨설팅 개념도 없던 시절이었어.,"['실', '은', '전문', '컨설턴트', '의', '도움', '을', '이십', '년', '전', '부터', '받았지', '.', '그', '당시', '엔', '노후', '컨설팅', '개념', '도', '없던', '시절', '이었어', '.']"
기쁨,너무 기특하고 기쁘지. 꽃을 선물할까 해.,"['너무', '기특하고', '기쁘지', '.', '꽃', '을', '선물', '할까', '해', '.']"
기쁨,나도 모르게 어느새 반 아이들끼리 증거를 모아 학교 폭력 가해자들을 고소해 주었어!,"['나도', '모르게', '어느새', '반', '아이', '들', '끼리', '증거', '를', '모아', '학교', '폭력', '가해자', '들', '을', '고소해', '주었어', '!']"
기쁨,그러게 말이야. 나는 다행히도 혜택을 많이 받아서 보험을 잘 들어 놓은 것 같아.,"['그러게', '말', '이야', '.', '나', '는', '다행히도', '혜택', '을', '많이', '받아서', '보험', '을', '잘', '들어', '놓은', '것', '같아', '.']"
기쁨,내일 과일들을 챙겨서 줘야겠어.,"['내일', '과일', '들', '을', '챙겨서', '줘야겠어', '.']"
기쁨,응. 삼 년 동안 짝사랑해 왔거든.,"['응', '.', '삼', '년', '동안', '짝사랑', '해', '왔거든', '.']"
기쁨,근데 생각해보니까 지금 상태를 유지하려면 노력해야 할 거 같은데 뭐가 좋을까?,"['근데', '생각', '해보니까', '지금', '상태', '를', '유지', '하려면', '노력', '해야', '할', '거', '같은데', '뭐', '가', '좋을까', '?']"
기쁨,응. 오랜만이라 참 반가웠어.,"['응', '.', '오랜', '만이', '라', '참', '반가웠어', '.']"
기쁨,여러 경험들을 겪다보면 꿈도 자연스레 생기겠지 생각해.,"['여러', '경험', '들', '을', '겪다', '보면', '꿈', '도', '자연스레', '생기겠지', '생각', '해', '.']"
기쁨,특별한 비결보다는 긴 시간이 우리의 우정을 이렇게 만들어 주었어.,"['특별한', '비결', '보다는', '긴', '시간', '이', '우리', '의', '우정', '을', '이렇게', '만들어', '주었어', '.']"
기쁨,저번 인사 발령 때 내가 어떤 사람을 다른 부서로 보냈는데 누가 불만이 많았었다고 하네. 너무 미안해.,"['저번', '인사', '발령', '때', '내', '가', '어떤', '사람', '을', '다른', '부서', '로', '보냈는데', '누가', '불만', '이', '많았었다고', '하네', '.', '너무', '미안해', '.']"
기쁨,내일 체육 시간에 줄넘기 시험이 있거든? 너무 너무 기다려져!,"['내일', '체육', '시간', '에', '줄넘기', '시험', '이', '있거든', '?', '너무', '너무', '기다려져', '!']"
기쁨,아마 우리식구는 어떠한 위기상황에서도 상호에게 힘이 되줄거라고 확신해.,"['아마', '우리', '식구', '는', '어떠한', '위기', '상황', '에서도', '상호', '에게', '힘', '이', '되줄거라고', '확신', '해', '.']"
기쁨,마을을 위해서 열심히 일하는 사람들이라서 믿음이 가.,"['마을', '을', '위해', '서', '열심히', '일', '하는', '사람', '들', '이라서', '믿음', '이', '가', '.']"
기쁨,나이가 있어서 빨리 결혼을 하고 싶었어. 세상에 든든한 내 편이 생긴 느낌이야.,"['나이', '가', '있어서', '빨리', '결혼', '을', '하고', '싶었어', '.', '세상', '에', '든든한', '내', '편이', '생긴', '느낌', '이야', '.']"
기쁨,너무 다행이야. 이제라도 오랜만에 맘 편하게  두 다리 쭉 뻗고 잘 것 같아.,"['너무', '다행', '이야', '.', '이제', '라도', '오랜', '만', '에', '맘', '편하게', '두', '다리', '쭉', '뻗고', '잘', '것', '같아', '.']"
기쁨,앞으로 내 건강에 더 신경을 써야겠지. 허리도 조심하고.,"['앞', '으로', '내', '건강', '에', '더', '신경', '을', '써야겠지', '.', '허리', '도', '조심하고', '.']"
기쁨,템플스테이를 통해 내 삶에 더 집중할 수 있었어. 삶을 더 소중하게 여기고 살펴주고 싶어.,"['템플스테이', '를', '통해', '내', '삶', '에', '더', '집중', '할', '수', '있었어', '.', '삶', '을', '더', '소중하게', '여기', '고', '살펴주고', '싶어', '.']"
기쁨,기쁘지. 이제는 일이 아닌 다른 걸 해보고 싶어.,"['기쁘지', '.', '이제', '는', '일이', '아닌', '다른', '걸', '해보고', '싶어', '.']"
기쁨,나는 건강에 자신 있어.,"['나', '는', '건강', '에', '자신', '있어', '.']"
기쁨,제주도가 가장 좋았어. 제주도는 다시 가도 좋을 거 같아.,"['제주도', '가', '가장', '좋았어', '.', '제주도', '는', '다시', '가도', '좋을', '거', '같아', '.']"
기쁨,당연하지. 몸과 맘이 편안한 상태가 건강에 더할 나위 없이 좋은 환경이지.,"['당연하지', '.', '몸', '과', '맘', '이', '편안한', '상태', '가', '건강', '에', '더할', '나위', '없이', '좋은', '환경', '이지', '.']"
기쁨,내 말을 믿어주고 나를 항상 응원 해주기 때문이야.,"['내', '말', '을', '믿어주고', '나를', '항상', '응원', '해주기', '때문', '이야', '.']"
기쁨,공통된 취미가 있으면 그걸 이야기하다 보니 친해지게 되었어.,"['공통', '된', '취미', '가', '있으면', '그걸', '이야기', '하다', '보니', '친해지게', '되었어', '.']"
기쁨,미래에 있을 일에 부족함 없이 도와줘야겠어.,"['미래', '에', '있을', '일', '에', '부족함', '없이', '도와줘야겠어', '.']"
기쁨,나를 괴롭히던 가해자들 때문에 학폭위가 열렸으니 가해자들은 처벌을 받을 거야.,"['나를', '괴롭히던', '가해자', '들', '때문', '에', '학폭위', '가', '열렸으니', '가해자', '들', '은', '처벌', '을', '받을', '거야', '.']"
기쁨,다이나믹듀오야. 상상해왔던 게 현실이 되어서 너무 흥분돼.,"['다이나믹듀오', '야', '.', '상상', '해왔던', '게', '현실', '이', '되어서', '너무', '흥분', '돼', '.']"
기쁨,나 이번에 일등 했어!,"['나', '이번', '에', '일등', '했어', '!']"
기쁨,나만 그런 게 아니라 많은 분들이 단시간에 사기를 당했어.,"['나', '만', '그런', '게', '아니라', '많은', '분', '들', '이', '단시간', '에', '사기', '를', '당했어', '.']"
기쁨,어떻게 해야 친해지기 쉬울까?,"['어떻게', '해야', '친해지기', '쉬울까', '?']"
기쁨,그것도 꽤나 정성이 들어간 꽃다발이었어. 내가 좋아하는 꽃들로 만들어진 것이었어.,"['그것', '도', '꽤', '나', '정성', '이', '들어간', '꽃다발', '이었어', '.', '내', '가', '좋아하는', '꽃', '들', '로', '만들어진', '것', '이었어', '.']"
기쁨,예전부터 한번 나가보고 싶어서 가벼운 마음으로 참가했는데 상까지 받았지 뭐야!,"['예전', '부터', '한번', '나가', '보고', '싶어서', '가벼운', '마음', '으로', '참가', '했는데', '상', '까지', '받았지', '뭐', '야', '!']"
기쁨,친구를 만나러 나가려 해도 돈이 들어서 못 나가. 그러다보니까 자꾸 외톨이가 되는 거 같아.,"['친구', '를', '만나러', '나가려', '해도', '돈', '이', '들어서', '못', '나가', '.', '그러다', '보', '니까', '자꾸', '외톨이', '가', '되는', '거', '같아', '.']"
기쁨,사회생활 때문에 어쩔 수 없을 때도 있으니 이 기회에 가족 회의를 해 볼 생각이야.,"['사회생활', '때문', '에', '어쩔', '수', '없을', '때', '도', '있으니', '이', '기회', '에', '가족', '회의', '를', '해', '볼', '생각', '이야', '.']"
기쁨,밤에 게임하는 시간을 줄여서 가볍게 할 수 있는 홈트레이닝부터 시작해야겠어.,"['밤', '에', '게임', '하는', '시간', '을', '줄', '여서', '가볍게', '할', '수', '있는', '홈', '트레이닝', '부터', '시작', '해야겠어', '.']"
기쁨,혼나지 않은 건 다행이지만 엄마한테 좀 미안한 마음도 들어.,"['혼나지', '않은', '건', '다행', '이지만', '엄마', '한테', '좀', '미안한', '마음', '도', '들어', '.']"
기쁨,아들딸과 집사람이랑 손녀 손자들이랑 따뜻한 밥을 먹고 싶네.,"['아들', '딸', '과', '집사람', '이랑', '손녀', '손자', '들', '이랑', '따뜻한', '밥', '을', '먹고', '싶네', '.']"
기쁨,내가 간질이 있어서 평소에 생활하는데 조금 불편한 것이 있어.,"['내', '가', '간질', '이', '있어서', '평소', '에', '생활', '하는데', '조금', '불편한', '것', '이', '있어', '.']"
기쁨,몸이 안 좋아서 병원을 다니게 됐는데 들어 놓았던 보험이 치료비를 해결해줘서 편안해졌어.,"['몸', '이', '안', '좋아서', '병원', '을', '다니게', '됐는데', '들어', '놓았던', '보험', '이', '치료', '비', '를', '해결', '해줘서', '편안해졌어', '.']"
기쁨,나 이번 시험 마킹 잘못 한 줄 알고 걱정 많이했어.,"['나', '이번', '시험', '마킹', '잘못', '한', '줄', '알', '고', '걱정', '많이', '했어', '.']"
기쁨,지금은 놀이하고 그림 그리는 걸 좋아할 시기고 그게 자연스러운 거야.,"['지금', '은', '놀이', '하고', '그림', '그리는', '걸', '좋아할', '시기', '고', '그게', '자연스러운', '거야', '.']"
기쁨,장사가 안돼서 음식점 문을 닫았어. ,"['장사', '가', '안', '돼서', '음식점', '문', '을', '닫았어', '.']"
기쁨,아내가 가고 싶었던 곳으로 다녀왔는데 아내가 좋아하니까 나도 신이 났어.,"['아내', '가', '가고', '싶었던', '곳', '으로', '다녀왔는데', '아내', '가', '좋아하니까', '나도', '신', '이', '났어', '.']"
기쁨,성적이 잘 나와서 엄마가 뮤지컬 보는 것을 허락해주셨어!,"['성적', '이', '잘', '나와서', '엄마', '가', '뮤지컬', '보는', '것', '을', '허락', '해주셨어', '!']"
기쁨,응. 인터넷 강의 선생님이 아니었다면 합격이 어려웠을 거야.,"['응', '.', '인터넷', '강의', '선생님', '이', '아니었다면', '합격', '이', '어려웠을', '거야', '.']"
기쁨,드디어 원하는 회사에 취업 성공했어.,"['드디어', '원하는', '회사', '에', '취업', '성공했어', '.']"
기쁨,엄청 노력을 많이 했지.,"['엄청', '노력', '을', '많이', '했지', '.']"
기쁨,정성을 다해 음식을 준비해서 함께 하고 싶어.,"['정성', '을', '다해', '음식', '을', '준비', '해서', '함께', '하고', '싶어', '.']"
기쁨,이런 경험이 없는 다른 아이들보다 훨씬 통과할 확률이 높아질 거 같아서 너무 기뻐.,"['이런', '경험', '이', '없는', '다른', '아이', '들', '보다', '훨씬', '통과', '할', '확률', '이', '높아질', '거', '같아서', '너무', '기뻐', '.']"
기쁨,매주 모여서 공부하고 많은 정보도 알게 되어서 합격할 수 있었던 것 같아. 정말 감사해.,"['매주', '모', '여서', '공부', '하고', '많은', '정보', '도', '알', '게', '되어서', '합격', '할', '수', '있었던', '것', '같아', '.', '정말', '감사해', '.']"
기쁨,살도 빠지고 일석이조야.,"['살', '도', '빠지고', '일석이조', '야', '.']"
기쁨,요즘 들어 속 쓰리고 더부룩해서 혹시나 하는 마음에 한 건데 건강하다니 다행이야.,"['요즘', '들어', '속', '쓰리고', '더부룩해서', '혹시', '나', '하는', '마음', '에', '한', '건데', '건강하다니', '다행', '이야', '.']"
기쁨,아이들도 잘 크고 있고 남편도 가정에 충실하고 더할 나위 없어.,"['아이', '들', '도', '잘', '크고', '있고', '남편', '도', '가정', '에', '충실하고', '더할', '나위', '없어', '.']"
기쁨,맨날 놀리던 친구들 때문에 방학 동안 정말 열심히 운동을 했는데 결과가 좋아서 기뻐.,"['맨날', '놀리던', '친구', '들', '때문', '에', '방학', '동안', '정말', '열심히', '운동', '을', '했는데', '결과', '가', '좋아서', '기뻐', '.']"
